collaped_address,num_associated,latitude,longitude
100c HURON ST,1,43.6678975,-79.4017645
1400 YONGE ST,76,43.890022,-79.441544
2200 AVENUE RD,14,43.74023,-79.422555
200 DANA AVE,1,43.723241,-79.5078665
100 MCGLASHAN RD,10,43.740478,-79.409546
100 PARK MANOR DR,8,43.650232,-79.5574955
800 BAYST,1,43.611827,-79.703658
100 100/100 ALCINA AVE,1,43.679563,-79.419648
100 RAKEWOOD CR,6,43.803915,-79.301488
i100 ASCOT AVE,1,43.679387,-79.44825
100 D'ARCY STREET,1,43.654621,-79.395975
1100 DAVENTRY RD,1,43.767179,-79.23463100000001
100 THORNCLIFF PARK DR,10,43.708788,-79.344798
1000 PETROLIA RD,1,43.780154,-79.489321
500MCLEVINA V,1,43.6611125,-79.34189549999999
#100 OLIVE AVE,4,43.6697915,-79.415604
100 ELIZABETH,1,43.855539,-79.064654
100 SUMMERHILL TERRACE,1,43.684046,-79.387204
300 MICMAC CRES,5,43.6011465,-79.666943
400 LAKE SHORE,1,43.465794,-79.683886
1300A FINCH AVE WEST,1,43.763674,-79.490844
SONG MEADOWAY #200,2,43.810983500000006,-79.35567900000001
100 GLEN MORRIS ST.,2,43.664096,-79.4013295
200 WYNFORD DRIVE,4,43.725536,-79.32625250000001
200  SILVERTHORN AVE,2,43.679192,-79.461923
200 JOSEH DUGGAN RD,1,43.679472,-79.426832
1400 YOKMILLS RD,2,43.880514,-79.05597
100 TWENTY SEVENTH ST,38,43.594867,-79.524572
100 ABERDEEN STREET,1,43.907678,-78.86666149999999
200 ELIZABETH STRET,1,43.674166,-79.752212
i500 LANSDOWNE AVE,2,43.657576,-79.442813
7800 MCCOWAN RD,1,43.8541675,-79.28118549999999
6000 ISLINGTON AVE,2,43.634052,-79.519036
700 SOUTHVIEW AVE,1,43.6646095,-79.4332775
400 SIDNEY BLESELY CR,1,43.690664,-79.50859
5600 THE WEST MALL,1,43.610889,-79.5612375
700 RATHBRN ROAD,1,43.667058,-79.482847
100 0 HILLSDALE AVE E,1,43.705625,-79.386807
100A SALEM AVE,1,43.663342,-79.432992
300 BERKHAM RD,1,43.7708585,-79.241356
100 ROBERT,3,43.925194,-79.53319
100 MONTERRY DR,1,43.716041,-79.698949
900 LANDSDOWNE AVE,1,43.578874,-79.568193
3100 DUNDAS AVE W,3,43.699085,-79.436049
1200 HUNTIGNWOOD DR,1,43.532827,-79.615804
1200 BROADVIEW AVENUE,1,43.882471,-78.8988005
100b RICHVIEW RD,1,43.684558499999994,-79.5163465
2500 JAN ST,1,43.577617,-79.614179
2100 OLD LESLIE STR,1,43.770758,-79.367094
2600 SHEPPARD AVE W,1,43.7614455,-79.4109195
200 WILLOW AVE,77,43.67582,-79.287858
4700 YONGE,1,43.688053,-79.394291
100 QUEE ST W,1,43.699085,-79.436049
400 SPARKS AVE,1,43.8076775,-79.34185049999999
100 MARI LAKE DR,1,43.729302,-79.763293
1600' KING ST W,1,43.5787575,-79.61422
100 100 NAIRN AVE,3,43.679365,-79.449968
100 RONDEAU DR,46,43.8049635,-79.3698165
1400 DELISLE AVE,1,43.688713,-79.396668
5200 SHEPPARD AVE,3,43.7614455,-79.4109195
400 MT  PLEASANT RD,1,43.69892,-79.386864
100 BRUCE FARM DR,17,43.798514999999995,-79.37841850000001
300. CARLTON ST,1,43.665171,-79.365253
d100 SHUTER ST,1,43.6567855,-79.368691
100 TRUDELLE AVE,1,43.689442,-79.827435
100 ANCROFT PL,16,43.673863999999995,-79.3768275
300 ST ANDREW ST,3,43.654381,-79.39989
200 WOLLNER AV,2,43.616504,-79.656527
300 ROY WOOD DRIVE,1,43.589681,-79.644282
OF 3300 BLOOR ST W,1,43.597396,-79.6199995
!600 BAYVIEW AVE,3,43.670182999999994,-79.360913
2900 DON MILLS RD,1,43.78224,-79.349682
100 WILEY AVE,81,43.687505,-79.338427
100     KING ST E,1,43.653434000000004,-79.36643649999999
300 HUMBER COLLEGE BVLD,1,43.735821,-79.608675
100 WADDINGTON CRES,27,43.785220499999994,-79.344117
200 ACACIA AVE,1,43.720529,-79.540528
600 KING ST W,96,43.873744,-78.943778
100 AVION,1,43.671103,-79.290841
500 ISLAND RD,1,43.7977745,-79.13721100000001
e200 KING ST,1,43.877835,-78.945552
100 YORK STR,1,43.896222,-79.439379
2300 LAKESHROE BLVD W,4,43.699085,-79.436049
200 OLD COLONY RD,3,43.7579935,-79.3798605
1000A BROADVIEW AVE,1,43.682895,-79.357679
100 GLENMOUNT AVE,21,43.714293999999995,-79.431252
200 MIKE MEYRS DR,1,43.561458,-79.601194
8000 SHEPPARD AVE W,1,43.7614455,-79.4109195
100 RAVENVIEW DR,23,43.9065775,-78.91700399999999
100 BARTLEY DR,17,43.720189500000004,-79.310505
200 HEATH ST E,53,43.6903605,-79.39317750000001
3700 DANFORTH AVE,7,43.698031,-79.262312
100 / 100 HOLLY ST,1,43.705906999999996,-79.39633599999999
200 ROYALCREST RD,1,43.7509935,-79.6049275
200 MARLEE AVENUE,1,43.706815500000005,-79.4429135
2900 LAKESHORE AV,1,43.739016,-79.238202
1900 EGLINTON AV WEST,2,43.729781,-79.284554
1500 KINGSTON ROAD,1,43.79374850000001,-79.152184
200 BOYD AVE,1,43.70252,-79.5093655
6900 CARLTON ST,1,43.662822,-79.3755075
1400 GLENSIDE AVE,1,43.672948500000004,-79.326573
3200 WESTON D,1,43.49446450000001,-79.8791435
1000GERRARD ST E,1,43.903380999999996,-78.862599
100 PORTWINE DR,21,43.784253,-79.127314
1600 MIDLAND AV,1,43.756434,-79.267568
3400 LAKESHORE BLVD W,3,43.699085,-79.436049
8500 JANE ST,1,43.6665815,-79.49152799999999
500a GILBERT AVE,1,43.691812,-79.463566
1300 BLOOR ST WEST,3,43.658589,-79.442349
200 JSOEPH DUGGAN RD,1,43.679472,-79.426832
1800 FINCHA VE,1,43.8903805,-79.24836400000001
100 GREEN BELT DR,22,43.729503,-79.33793299999999
100 AMAROTH CR,1,43.78095,-79.286532
100 GILLNGHAM ST,1,43.60754,-79.495964
100 EASTDALE AV,7,43.695137,-79.301488
100 BURROWS HALL AVE,1,43.79198,-79.231697
0 BOND ST,1,43.8812365,-79.7271045
200 WYCHWOOD PK,3,43.678337,-79.421414
200 PALMDALE DR.,1,43.7768455,-79.3088765
800 KING ST E,11,43.653434000000004,-79.36643649999999
700 FLEETWELL CRT,1,43.772603,-79.438454
300  PHARMACY AVE,2,43.701726,-79.28771
100B  GROSVENOR ST,1,43.482759,-79.68907949999999
100 REAN DR V 100,7,43.766618,-79.382893
100 ROSELM RD,11,43.747005,-79.2914625
300 HILLSIDE AVE,2,43.609528999999995,-79.49826100000001
2000 EGLINTN AV,1,43.595069,-79.755839
8900 SHEFFER TER,1,43.767394499999995,-79.50267099999999
600 BRIAN DR,1,43.781614,-79.3331
200 BRIAN DRIVE,1,43.781614,-79.3331
200 LARCH ST,3,43.652429,-79.3966985
1100 THE QUEENSWAY AVE,2,43.623252,-79.518454
800 SHERWAY GARDENS RD,1,43.6124435,-79.55582100000001
100 KINGS COLLEGE CICLE,2,43.821976,-79.387838
6600 LAWRENCE AVE W,1,43.871776,-79.43142399999999
1000 LAKESHORE BLW,1,43.576822,-79.55851
100 CURRAN DR,3,43.702867,-79.301678
100 AUTUMN GLEN CIRCL,1,43.732406,-79.608645
100 SHEFFER TER,32,43.767394499999995,-79.50267099999999
500 GERRARD ST E,67,43.663895,-79.359063
1300 MILIRTAY TRAIL,1,43.627215,-79.61347
200 DANZIG ST,60,43.764932,-79.183402
100 KINGSDALE AVE,69,43.771646,-79.407331
100 HANN AV,1,43.888129,-79.409721
100 O'SHEA CRESCENT,1,43.886596,-79.045731
100 OLTON PK RD,1,43.586655,-79.630987
100 WINGARDNE CRT,1,43.78095,-79.286532
200% DUNN AVE,1,43.637237,-79.43306
600 WEST MAL,1,43.655638,-79.564906
100 BUNBLOOR RD,1,43.720134,-79.486361
q100 LA ROSE AVE,1,43.68154,-79.539566
1600,1,43.578174,-79.691606
100 WYNFORD HEIGHS CRES,3,43.72671,-79.331095
200 JOHN TABOR TR,4,43.805409499999996,-79.2067835
400 HULLMAR RD,1,43.697691,-79.421827
100 SUMMERLAND TF,1,43.54803,-79.662032
500 SHEPPARD EAST,1,43.766862,-79.388916
1500 BLOOR S TW,1,43.670474999999996,-79.387249
100 ST GEORGE,4,43.662121,-79.398372
300a PARLIAMENT ST,1,43.6598255,-79.366055
100 FURNIVAL RD,55,43.711811,-79.300543
300 FORT  YORK BLVD,2,43.639731999999995,-79.396901
300 CASSANDAR BL,1,43.815946,-79.565997
100 COOPMAN PTHWY,3,43.8186565,-79.2131655
100 EAST LIBERTY VILLAGE ST,1,43.637853,-79.424828
100A HAMBLY A,1,43.672276999999994,-79.297505
100 WYFORD HTS,1,43.702682,-79.545667
2400 MCNIOLL AV,1,43.484171,-79.639306
200 BELLAMY RD (N),1,43.746855,-79.231678
400 CLINTON STR.,2,43.6626965,-79.41676000000001
100 POPLAR HEIGHTS DR,37,43.679566,-79.536819
100 SAINT MATHEWS ROAD,1,43.658892,-79.362694
200 GAMMA ST,30,43.606523,-79.538932
400 DRIDTWOOD AVE,1,43.654773,-79.485808
100 CHICHESTER PL,6,43.776332499999995,-79.3205725
1200 KING ST. W.,1,43.639033,-79.427641
300 ADMIRAL RD,1,43.849601500000006,-79.0137335
300 GRANGE AV,1,43.706067,-79.261726
200 MACDONELL AVE,95,43.6442525,-79.43955650000001
BLACK HAWK WAY UNIT 200,1,43.788630999999995,-79.457085
200 BLAKE AVE,25,43.7806485,-79.4286385
1400 SHEPPARD AVE E,8,43.775887999999995,-79.3203435
1700 LAKESHORE BLVD E,7,43.602135,-79.558192
500 FOLLIS AVE,3,43.668851000000004,-79.416554
200 APPLEFIELD DR,23,43.7652145,-79.260506
100 KENGATE DR,11,43.82039,-79.203515
100B BAIN AVE,1,43.672021,-79.347475
700 RYBBTNEDE RD,1,43.667058,-79.482847
2300 HEATH ST W,1,43.8550715,-79.40345450000001
100 WADENA CRT,6,43.723974,-79.241873
4800 SHEPAPRD AVE,1,43.881906,-79.304619
1200 VICTRIA PARK AV,1,43.709756,-79.296565
1400 SHEPPARD AV EAST,1,43.826928,-79.078464
100 LOWER SIMCOE,1,43.639466,-79.383243
100 PENROSE AV,1,43.888129,-79.409721
100 & 100 YONGE ST,1,43.649779,-79.378509
700 EAST MALL,5,43.960086,-78.933671
100 NABOB CRES,45,43.80948,-79.20503299999999
100) ST HELEN'S AVE,1,43.655864,-79.4431115
3100 ELLERSMERE RD,1,43.59854,-79.600984
500 VICTORIA AVE E,1,43.6974465,-79.508816
300 GEDDES CRT,4,43.742559,-79.4491
900 BUSY ST,1,43.661373,-79.341893
200 STRATHALLAN BLVD,51,43.713453,-79.420085
100 ADRIAN AVE,18,43.6679075,-79.451508
100 PRIVET RD,29,43.7214885,-79.4988525
100 REGIS DR,12,43.7986085,-79.405697
200 CORTWRIGHT AV,1,43.616504,-79.656527
100 SHBRIDGES BAY PK RD,2,43.733667,-79.830382
200 HAVEN HILL SQ,22,43.808528,-79.2879185
100 GREENFIELD AVE,59,43.763637,-79.4099205
2500 EUCLID AVE,1,43.6576435,-79.412125
900 GLENLAKE AVE,2,43.657405499999996,-79.4640395
1200 EGLINGTON AV E,1,43.560671,-79.653843
600 ASSINIBOINE RD,1,43.768527500000005,-79.50062249999999
100 KILBRJOE RD,1,43.720134,-79.486361
6500 FINCH AVE WEST,12,43.754211,-79.532017
100 MAC DUFF CR,2,43.521291,-79.879168
100 GLAMIS AVE,21,43.671001000000004,-79.498219
0 CHUDLEIGH AVE,1,43.675172,-79.809338
2500 EGLINTON AVD W,1,43.734765,-79.257946
600 SANDHURST CIR,4,43.806788,-79.262746
100 BUSY ST,8,43.661373,-79.341893
400 BOOTH AVE,6,43.658456,-79.34279649999999
500 CHARLES ST E,2,43.669354999999996,-79.383004
100 BRAD ST,33,43.663512499999996,-79.45781
400 BARTON AVE,3,43.667146,-79.416516
=700 KING ST W,1,43.872727,-78.943337
300 NIAGARA ST AND 800 KING ST,1,43.5787575,-79.61422
100 100 LARCH ST,13,43.652429,-79.3966985
100 SWEETWOOD GT,2,43.697036,-79.334101
6000 SHEPPARD AVE E,2,43.775887999999995,-79.3203435
7900 MARTIN GROVE RD,1,43.8001625,-79.62838049999999
100 WOOLWICK DR,11,43.766000000000005,-79.241147
100r GOWAN AVE,1,43.68806,-79.350836
3400 STEELES AVENUE  EAST,1,43.526153,-79.888836
0 OXFORD ST,1,43.886063,-79.447813
500 STEELES AV E,1,43.526851,-79.887074
2500,3,43.835109,-79.516429
600 JONES AVE,73,43.6712815,-79.336476
5600 VESSEL CRES,1,43.777704,-79.13695200000001
100 SPLIT MAPLE COURT,1,43.799693500000004,-79.203602
600 UNIVERSITY,3,43.657536,-79.390445
1100 QUEEN ST,3,43.5119945,-79.881924
100 ATLEE AVE,64,43.715934,-79.252961
600 LIBERTY ST,1,43.637798000000004,-79.423085
3100 QUEEN ST W,1,43.5119945,-79.881924
200 THIRTY SEVENTH ST,1,43.5911265,-79.537144
900A BLOOR STREET WEST,1,43.662046,-79.426155
1300 EGLINTON AV W,4,43.699085,-79.436049
300 VAUGHAN ST,1,43.712028000000004,-79.3610345
1300 DNFORTH RD,1,43.967419,-79.150383
100 CALDOW RD,9,43.708253,-79.42091450000001
3600 EGLINTNO AVE W,1,43.699085,-79.436049
900 BEECROFT RD,1,43.7693535,-79.415356
100o SPADINA AVE,2,43.646424,-79.395752
300 ROSEMOUNT AVE,57,43.8269095,-79.368859
100 DINNICK CRES,35,43.724597,-79.396954
100a GARDEN AVE,2,43.837514,-79.43885
5800 DON MILLS RD,2,43.8117595,-79.360951
700A MOUNT PLEASANT RD,1,43.706184,-79.389446
200 ATLANTIC AV,3,43.616504,-79.656527
300 TODD BAYLIS BLVD,1,43.693109,-79.48579799999999
100A EDWIN AVE,1,43.664123,-79.455308
1500 BALMORAL AVE,1,43.6840125,-79.404305
100!100 BLOOR ST W,1,43.597112,-79.620173
200 QUEENS PLATE DR,4,43.720341,-79.594559
2800 VICTORIA PK AV E,1,43.831354,-79.35747
300 CLIFFSIDE DR,2,43.702588500000005,-79.25076
500 SPADINA CR,1,43.659692,-79.40071549999999
100 JANIS,1,43.888129,-79.409721
100 CORNWALLIS DR,35,43.751121,-79.27964449999999
300 TEIGNMOUTH AVE,1,43.6852585,-79.4518095
200 MEADOWGLEN PL,1,43.774358500000005,-79.229477
2300 LAKE SHORE BLD W,1,43.618594,-79.487046
300 EATON AVE,1,43.681625,-79.34393349999999
100 LORRAIN DR VP 200,1,43.777077,-79.423637
2800 STEELES AVE E,1,43.526153,-79.888836
100 RIVERSIDE CRES,10,43.641424,-79.4823155
500 MCCOWANR D,2,43.462837,-79.736996
100 LIZGAR ST,1,43.60754,-79.495964
.300 RALEIGH AVE,1,43.711026,-79.260118
100 TAPSCOTT AVE,1,43.804471,-79.222944
100 DELISLE AV,9,43.888129,-79.409721
100 SCADING AVE,1,43.888129,-79.409721
100 WALPALE AVE,1,43.888129,-79.409721
2300 EGLINTON AV W,7,43.699085,-79.436049
4900 SHEPPARD AV E,1,43.792276,-79.248638
700 KING S TW,2,43.853501,-79.060289
100 VINCE AVE,18,43.670715,-79.3143815
800 UNIVERSITY AVE,10,43.645437,-79.383614
100 MANDARIN RD,5,43.7226235,-79.2415395
600 ALBANY AVE,8,43.675632,-79.414254
100( SPADINA AVE,1,43.646424,-79.395752
200 STRATHERN RD,1,43.679472,-79.426832
100 GRASS MEADOWAY,14,43.811029000000005,-79.3555725
200 BEDLE AVE,5,43.7986655,-79.3558085
100 PIPESTONE PL,12,43.721275,-79.5485045
100 INDIANOLA DR,5,43.644534500000006,-79.5768815
100 ICE BOAT TER,2,43.640716,-79.3966375
400 GLENCAIRN AVE,28,43.714568,-79.420791
12500 MANSE RD,1,43.767982,-79.1766245
100 CAHER CR,1,43.78095,-79.286532
100 TONWELL CRT,5,43.649175,-79.542719
500 DAVISVILLE AVE,57,43.702483,-79.377368
700 TED ROGERS WAY,5,43.6708195,-79.3802
1500 WILSON AVE.,1,43.721488,-79.506787
100A HAMBLEY AVE,1,43.717328,-79.499504
200 BERING AVE,5,43.639439,-79.52168
100 HIGHPARK AV,4,43.888129,-79.409721
'100 DEFOREST RD,1,43.648144,-79.478974
1300 LESLIE ST,3,43.731789,-79.355648
800A PAPE AVE,3,43.68202,-79.346282
100 TORBARRIE RD,28,43.728546,-79.52241599999999
300 ELM GROVE AVE,1,43.639979999999994,-79.430943
2700 MIDLAND AVE,6,43.9112485,-78.872479
100' WALES AVE,1,43.889364,-79.262179
100 POLSON ST 100,1,43.642146499999996,-79.35271499999999
100 ST CLAIR AVE EAST,4,43.68921,-79.39005
300 TIMBERMORY BLVD,1,43.904553,-78.948069
900 QUEEN PLATE,1,43.719929,-79.603449
2900 SHEPPARD AVE EAST,1,43.775887999999995,-79.3203435
2300 BALSAM AVE,1,43.517179,-79.63084850000001
AT 300 WESTON RD,1,43.8071855,-79.55167449999999
100 COINS ST,1,43.60754,-79.495964
100 GLEN EVEREST LN,1,43.969476,-79.268465
100 MONTCREST,1,43.5694745,-79.6985055
400 QUEENS QUAYW,2,43.638097,-79.390854
2400 WILSON AVE,1,43.7209945,-79.50842349999999
4100 MILLS RD,1,43.8485235,-79.02479600000001
100 REDWATER DR,39,43.716696,-79.564679
100 SHINING STAR CRESCENT,4,43.691685,-79.505979
200 GOLDENWOOD RD,1,43.803289,-79.380925
200A MELROSE ST,1,43.620031,-79.49972
100 HOVE AV,1,43.761344,-79.443568
100-100 LIVINGSTON RD,1,43.53107,-79.85839100000001
1300 FINCH AVE WEST,4,43.763674,-79.490844
300 GLEBEMOUNT AVE,77,43.695947,-79.322452
200 ALBERTUS AVE,81,43.71390649999999,-79.4031225
200 TRANMER AVE,8,43.700258000000005,-79.4028095
100 QUEEN ST WEEST,1,43.684096,-79.762299
200 MAPLE BRANCH PATH UNIT #200,1,43.700725000000006,-79.546517
100 ROSSFORD RD,23,43.753012999999996,-79.297139
100 NIAGARA RD,19,43.641518,-79.404317
TIM HORTONS LOT 33200 STEELES AVE E,1,43.526153,-79.888836
1100 STEELE AVE W,1,43.699085,-79.436049
200 GARBUTT CRES,2,43.660349999999994,-79.5882345
4300 BATHURST T,1,43.752829,-79.438238
100 MORECAMBE GATE,10,43.798271,-79.3326615
100 DENFIELD ST,4,43.6795705,-79.554772
500 POULETT ST,1,43.658048,-79.3661505
200 ROEHAMPTON AVE,50,43.709544,-79.392402
200 WISLON AV,1,43.616504,-79.656527
200 SILVIO AVE,4,43.711743999999996,-79.2682655
300 CASTLEFIELD AV,1,43.706067,-79.261726
300 LAKE SHORE BLVD WEST,1,43.643241,-79.3778005
500 KING STR WEST,1,43.645324,-79.396808
500o BLOOR ST W,1,43.597396,-79.6199995
100 BOWOOD AV,8,43.729466,-79.399933
3800 DUDNAS ST W,3,43.699085,-79.436049
i100 LYNDALE DR,1,43.7618635,-79.40531200000001
400 GOLDHAWK TR,7,43.635026,-79.403428
100 MILLWICK DR,42,43.760487,-79.565158
100A MIDBURN AVE,1,43.694531999999995,-79.296223
2000 HEATH ST E,1,43.6903605,-79.39317750000001
3200 LAKE SHORE BOULEVARD EST,1,43.597709,-79.520572
2000 ESTON ROAD,1,43.848995,-79.077714
400 PHARMACY ST W,1,43.699085,-79.436049
100 AUGUSTA ST,2,43.60754,-79.495964
100 LIVIONIA PL,1,43.666527,-79.3791855
100 MEMELOWLANE TER,1,43.745139,-79.740244
500 WILSO AVE,1,43.749367,-79.455553
1300 DANFORTH,3,43.74107,-79.245765
@0 CRAIGLEE DR,1,43.7058445,-79.25685899999999
700 BEDFORD PARK AVE,36,43.8795635,-79.436768
200 HOMEVIEW AVE,2,43.6683975,-79.493615
100 BLAIR ATHOL CRES,2,43.6680275,-79.5435375
100 JANUS CRT,31,43.806225,-79.368228
100 STRODE DR,8,43.7401305,-79.2485015
w100 SPADINA AVE,1,43.646424,-79.395752
100 PLACENTIA BL,2,43.806132,-79.257429
100 WINDGARDEN COURT,1,43.790929,-79.24718
100  LEITH PL,1,43.726219,-79.400273
100 YOUNGMILL DR,17,43.706073,-79.2981305
500 DELAWARE AV,3,43.792781,-79.571118
2000 WESTON AVE,1,43.700985,-79.519759
700 WHITSIDE PL,1,43.706184,-79.389446
100  MINTO ST,1,43.66361,-79.32422299999999
100) LAMBTON AVE,1,43.682649,-79.490857
3700 YONGE ST,16,43.890022,-79.441544
100 STAPSCOTT RD,1,43.720134,-79.486361
9300 PIRANDELLO ST,1,43.6393445,-79.4142115
2300 WILLARD AVE,4,43.664077,-79.487881
100&100 WESTON RD,1,43.674762,-79.470298
100  PLAYTER CRES,1,43.678485499999994,-79.35537400000001
3100 LAWRENCE AVE,5,43.871776,-79.43142399999999
2800 VICTORIA PR AVE,1,43.831354,-79.35747
100 LILLIAN RD,1,43.720134,-79.486361
1200 STEELES AVE,1,43.550035,-79.862065
300 RAYOAK DR,1,43.760923000000005,-79.31957700000001
0 MENDELSSOHN ST,1,43.715452,-79.2812735
500 DAWLISH AVE,2,43.721869999999996,-79.393887
100 GATES AVE,67,43.689372,-79.304419
'1200 ST CLAIR AVE W,1,43.699085,-79.436049
300 SHEPPARD AVE E,14,43.775887999999995,-79.3203435
100a MACDONELL AVE,1,43.643292,-79.439325
400a QUEEN ST W,7,43.5119945,-79.881924
300 BETTY ANN DR,35,43.765573,-79.435022
100 ANDREWS AV,2,43.888129,-79.409721
300 CALEDON RD,7,43.634898,-79.500645
6100 YONGE ST,39,43.890022,-79.441544
600 ROYAL YORK RD,10,43.6994375,-79.534081
200 KING STREET WEST,1,43.647874,-79.385604
600 GERRARD AV E,1,43.665856,-79.351861
4400 JANE STREET,2,43.765222,-79.520142
2800 EGLINGTON AV E,1,43.831354,-79.35747
200 RUSCICA DR,3,43.7331555,-79.311612
100 ED MIRVISH WAY,15,43.6472525,-79.3882525
100 LAKERIDGE DR,32,43.7136625,-79.746613
200 MULOCK AV,1,43.616504,-79.656527
100a CHARLES ST E,1,43.669985,-79.381058
600 WEST MALL #100,7,43.640455,-79.565902
300 BOAKE ST,2,43.767919000000006,-79.500355
400 SIDNEY BLESSEY CRES,1,43.690664,-79.50859
100 CORPORTATE DR,1,43.716041,-79.698949
300 TOWN CENTRE CR,1,43.859261,-79.340008
100 LAROSE AV,2,43.888129,-79.409721
100 GILESPIE AVE,1,43.888129,-79.409721
100 DEISON VE,1,43.741139,-79.413756
200 CARRTRE,1,43.679472,-79.426832
100 WILLIAM KITCHEN,1,43.729455,-79.763894
100 FAIRVIE MALL DR,1,43.6188,-79.565263
700 NORTHCLIFFE BL,1,43.678403,-79.440871
6000 LAWRENCE AVE E,4,43.7546515,-79.25029
200 BUCKINGHAM AV,6,43.616504,-79.656527
100 ASPENDALE DR,24,43.770347,-79.255055
100 LOFTHOUSE SQ,13,43.805278,-79.31541899999999
3400 VALMOUNT AVE,1,43.7915645,-79.15625399999999
700 NORTHCLIFFE BLVD,45,43.68537499999999,-79.4434435
100 WHITELEAF CR,2,43.823100499999995,-79.2710385
C100-4300 SHEPPARD AVE E,1,43.775887999999995,-79.3203435
4500 ST CLAIR AVE W,1,43.699085,-79.436049
300 PEARSON AVE,48,43.842426,-79.4372525
100a ECOPARK GT,1,43.806634,-79.183627
100 PETMAN AVE,56,43.708327499999996,-79.384446
100 DEAN PARK RD,21,43.803689500000004,-79.174565
200 STERLING RD,44,43.655315,-79.446492
900 HOWLAND AVE,2,43.675695000000005,-79.412766
200 LINSTEAD CRT,1,43.680198,-79.546819
200 MAMMOTH HALL TRL,82,43.802173,-79.228372
100 WATNEY CRES,41,43.7442015,-79.503758
5500 YONGE STREET,9,43.77807,-79.415825
300 DUFFERN ST,1,43.657066,-79.365343
200 BUIRNABY BLVD,1,43.900959,-78.935671
100 WATFORD AVENUE,1,43.681874500000006,-79.432263
100 RADFORD AV,3,43.866684,-79.046451
100 ENDEAN AV,1,43.882428,-79.409444
1000 EGLINTONA V W,3,43.699085,-79.436049
800 NAPANEE COURT,1,43.650722,-79.398911
200 SUBWAY CR,2,43.656687,-79.380564
700 GOLDFINCH CRT,2,43.770131,-79.44948
100 JAYZEL DR,5,43.7497345,-79.5487215
100 KNOWLAND DR,10,43.6812455,-79.5160295
100 ASHBRIDGES PARK ROAD,1,43.679591,-79.325123
400p RONCESVALLES AVE,1,43.651053,-79.451243
300 ADELAIDE ST E,63,43.652205,-79.369948
100 CARLYLE ST,20,43.652204,-79.40464850000001
]100 EGLINTON AVE E,1,43.632663,-79.6241305
100 TERRYDALE AV,1,43.888129,-79.409721
100 GAMORGAN AV,1,43.888129,-79.409721
100 DAVISVILEL AV,1,43.888129,-79.409721
24500 BLOOR ST W,1,43.597396,-79.6199995
100 RITCHHIE AV,1,43.888129,-79.409721
100 KARNWOOD DR,13,43.71471,-79.2947545
100 GLENVALE AVE,3,43.717754,-79.371313
100 ABERDEEN AVENUE,1,43.6647715,-79.369572
100 VIANNEY AVE,22,43.709355,-79.284311
100 MERCHANT LN,1,43.656629,-79.445683
100 WILLESDEN RD,67,43.793001000000004,-79.3647925
100  HARCOURT AVE,5,43.678247,-79.341096
100- TOWN CENTRE CRT,1,43.772844,-79.254531
400 VAUGHAN RD,51,43.68868,-79.431592
#100 YORKVILLE AVE,1,43.6711535,-79.39111750000001
3800 DUFFERIN ST,1,43.860907999999995,-78.932072
100A PARLIAMENT ST E,1,43.6598255,-79.366055
3300 LAKESHORE,1,43.601070500000006,-79.5075665
800 BIRCH AVE,1,43.5326115,-79.8750425
100 NORTHOLT CRT,4,43.663828,-79.531057
1300 WOODLAWN AVE W,1,43.558847,-79.5807235
300 INDIAN RD,98,43.653301,-79.45646
100 CAMBRIDGE AV E,1,43.678945,-79.359697
100 LAWRENCE ST,1,43.893787,-79.22542
300 ST. GEORGE ST,3,43.674475,-79.40348
300 ROSEMOUNT AV,2,43.706067,-79.261726
300 LINSTEAD CRT,3,43.680198,-79.546819
200 EVERSFIELD RD,10,43.686786,-79.44902450000001
300 GODDARD AVE,1,43.706067,-79.261726
100-3100 BRIDLETOWNE CIR,2,43.7968685,-79.31589199999999
300a DALESFORD RD,1,43.6255605,-79.494969
100 BLUFFERS PK RD,1,43.586655,-79.630987
200 MILLWICK DR,16,43.7586035,-79.565518
3300 JANE ST,1,43.6665815,-79.49152799999999
2800 KIPLING AVE.,1,43.6942685,-79.558571
100 BROCK AVE,67,43.644973,-79.433818
100 EVANR D,2,43.716041,-79.698949
100 FITZGERALD MEWS,16,43.671104,-79.31337400000001
300 NUGGET AVE,3,43.797275,-79.250063
600A ST CLAIR AVE WEST,1,43.67895,-79.34648
200 FRIZZELL AVE,7,43.674411500000005,-79.342942
200a DUNVEGAN RD,1,43.697569,-79.4105
100 ST DUNSTAN DR,46,43.693359,-79.286179
2500 KINGSTON RD MORRISH RAMP,1,43.710923,-79.2488
100 AVENAL RD,1,43.720134,-79.486361
100 ALEENBY GDNS,1,43.782171,-79.136675
100 LOCHHEED BL,2,43.751074,-79.223309
100 ALMA DR,7,43.6921955,-79.519455
400 BAMBURGH CIRCL,2,43.8137585,-79.3243525
2300 HINTON RD,1,43.727119,-79.5689625
0 ALBERT ST,1,43.9564395,-78.95452549999999
700 VAUGHN RD,3,43.667058,-79.482847
100 MORRISON STREET,1,43.599851,-79.5005235
100 RANDOLPH AVE,54,43.658570999999995,-79.4503175
100i0 BAYVIEW AVE,1,43.670182999999994,-79.360913
100 BAMBUTGH CIR,1,43.716406,-79.793646
100 SCARELTTWOOD CT,1,43.888129,-79.409721
500 DORIS DR,1,43.706672,-79.316445
100 100 SHERIDAN AVE,2,43.648713,-79.433445
100 MERRITT RD,26,43.708783499999996,-79.3035165
