,Geo_Code,Population,Canadians,Percent Canadian,Median_Income,Geo_Code_String
98,5350026.00,6330,5875,92.81200632,26488,5350026.00
99,5350027.00,4370,4005,91.64759725,25418,5350027.00
100,5350028.00,5840,5345,91.5239726,34259,5350028.00
101,5350029.00,6340,5680,89.58990536,24804,5350029.00
102,5350030.00,3090,2960,95.79288026,21517,5350030.00
103,5350031.00,6225,5205,83.61445783,16135,5350031.00
104,5350032.00,4175,3650,87.4251497,19960,5350032.00
105,5350033.00,4390,3750,85.4214123,17633,5350033.00
106,5350035.00,7180,4840,67.40947075,25582,5350035.00
107,5350036.00,4915,4235,86.16480163,24372,5350036.00
108,5350037.00,4590,3720,81.04575163,19076,5350037.00
109,5350038.00,3880,2950,76.03092784,16854,5350038.00
110,5350039.00,4620,3985,86.25541126,18244,5350039.00
111,5350040.00,4875,4030,82.66666667,20635,5350040.00
112,5350041.00,3440,3020,87.79069767,25029,5350041.00
113,5350042.00,4455,4185,93.93939394,24392,5350042.00
114,5350043.00,3735,3325,89.0227577,26516,5350043.00
115,5350044.00,4910,4460,90.83503055,26447,5350044.00
116,5350045.00,3615,3225,89.21161826,25134,5350045.00
117,5350046.00,3300,3000,90.90909091,22755,5350046.00
118,5350048.00,3405,3220,94.56681351,31740,5350048.00
119,5350049.00,3215,2930,91.13530327,34331,5350049.00
120,5350051.00,5305,5025,94.72196041,32210,5350051.00
121,5350052.00,3855,3495,90.6614786,34747,5350052.00
122,5350053.00,5630,5010,88.98756661,24274,5350053.00
123,5350054.00,5745,4830,84.07310705,22935,5350054.00
124,5350055.00,2680,2415,90.1119403,24901,5350055.00
125,5350056.00,4775,4275,89.52879581,26080,5350056.00
126,5350057.00,2360,2140,90.6779661,25812,5350057.00
127,5350058.00,3870,3540,91.47286822,26989,5350058.00
128,5350059.00,3430,3015,87.90087464,21457,5350059.00
129,5350060.00,2400,2115,88.125,23870,5350060.00
130,5350061.00,755,515,68.21192053,19975,5350061.00
131,5350064.00,3680,2955,80.29891304,28056,5350064.00
132,5350065.00,13910,9690,69.66211359,17302,5350065.00
133,5350066.00,7370,6530,88.60244233,30177,5350066.00
134,5350067.00,1665,1540,92.49249249,50446,5350067.00
135,5350068.00,2325,2180,93.76344086,38703,5350068.00
136,5350069.00,5220,4820,92.33716475,33173,5350069.00
137,5350070.00,3230,3055,94.58204334,37182,5350070.00
138,5350071.00,3490,3350,95.98853868,41349,5350071.00
139,5350073.00,2725,2325,85.32110092,21979,5350073.00
140,5350074.00,3615,3305,91.42461964,25703,5350074.00
141,5350075.00,4050,3790,93.58024691,24528,5350075.00
142,5350076.00,3910,3725,95.2685422,32602,5350076.00
143,5350077.00,4470,4200,93.95973154,37930,5350077.00
144,5350078.00,5835,5420,92.88774636,34906,5350078.00
145,5350079.00,6825,6410,93.91941392,37345,5350079.00
146,5350081.00,2740,2605,95.0729927,33655,5350081.00
147,5350082.00,2625,2490,94.85714286,32703,5350082.00
148,5350083.00,4010,3775,94.13965087,23701,5350083.00
149,5350084.00,3620,3435,94.88950276,31752,5350084.00
150,5350085.00,3880,3620,93.29896907,32506,5350085.00
151,5350086.00,2655,2510,94.5386064,51113,5350086.00
152,5350087.00,4995,4730,94.69469469,50940,5350087.00
153,5350088.00,2780,2370,85.25179856,41651,5350088.00
154,5350089.00,3125,2750,88,46388,5350089.00
155,5350090.00,3520,3260,92.61363636,43641,5350090.00
156,5350092.00,7055,6215,88.09355067,26430,5350092.00
157,5350093.00,5255,4845,92.19790676,27388,5350093.00
158,5350094.00,5050,4550,90.0990099,25118,5350094.00
159,5350095.00,3135,2905,92.66347687,25916,5350095.00
160,5350096.00,4935,4475,90.67882472,22550,5350096.00
161,5350098.00,6785,6140,90.49373618,22839,5350098.00
162,5350099.00,6325,5260,83.16205534,28350,5350099.00
163,5350101.00,3025,2800,92.56198347,31340,5350101.00
164,5350103.00,5790,5515,95.25043178,40573,5350103.00
165,5350104.00,5305,5110,96.32422243,36153,5350104.00
166,5350105.00,4405,4175,94.77866061,29069,5350105.00
167,5350106.00,3870,3255,84.10852713,21419,5350106.00
168,5350107.00,5865,5120,87.29752771,22800,5350107.00
169,5350108.00,6135,5030,81.98859006,21763,5350108.00
170,5350109.00,4955,4280,86.37739657,27594,5350109.00
171,5350110.00,3415,2900,84.91947291,25160,5350110.00
172,5350111.00,2485,2130,85.71428571,23044,5350111.00
173,5350112.00,5000,4235,84.7,23604,5350112.00
174,5350113.00,2660,2425,91.16541353,27962,5350113.00
175,5350114.00,5045,4560,90.38652131,23873,5350114.00
176,5350115.00,4070,3740,91.89189189,23189,5350115.00
177,5350116.00,3675,3325,90.47619048,30963,5350116.00
178,5350117.00,2090,1900,90.90909091,37436,5350117.00
179,5350118.00,3865,3550,91.84993532,38414,5350118.00
180,5350119.00,4450,3995,89.7752809,38429,5350119.00
181,5350120.00,1365,1255,91.94139194,59290,5350120.00
182,5350121.00,2080,1940,93.26923077,50737,5350121.00
183,5350122.00,5930,5405,91.14671164,43764,5350122.00
184,5350123.00,2150,1720,80,33454,5350123.00
185,5350124.00,5230,4680,89.48374761,42181,5350124.00
186,5350125.00,4500,4335,96.33333333,51417,5350125.00
187,5350126.00,4105,3980,96.95493301,48871,5350126.00
188,5350127.00,5365,5010,93.38303821,46377,5350127.00
189,5350129.00,4940,4655,94.23076923,42068,5350129.00
190,5350130.00,3590,3430,95.54317549,43204,5350130.00
191,5350131.00,5405,5015,92.78445883,37256,5350131.00
192,5350132.00,5440,4605,84.65073529,34788,5350132.00
193,5350133.00,6900,5600,81.15942029,30002,5350133.00
194,5350134.00,2755,2550,92.55898367,45922,5350134.00
195,5350135.00,5620,5045,89.76868327,38264,5350135.00
196,5350137.00,6510,5895,90.55299539,38118,5350137.00
197,5350138.00,3120,2980,95.51282051,39780,5350138.00
198,5350139.00,6675,6135,91.91011236,44349,5350139.00
199,5350140.00,2515,2445,97.2166998,52280,5350140.00
200,5350142.00,5655,5365,94.87179487,45748,5350142.00
201,5350150.00,4185,4050,96.77419355,47266,5350150.00
202,5350151.00,3640,3340,91.75824176,23065,5350151.00
203,5350152.00,4315,4090,94.78563152,33048,5350152.00
204,5350153.00,4600,4210,91.52173913,23367,5350153.00
205,5350154.00,5795,5390,93.01121657,29055,5350154.00
206,5350155.00,3425,3055,89.19708029,20334,5350155.00
207,5350620.01,7790,7135,91.59178434,37916,5350620.01
208,5350157.00,2640,2260,85.60606061,20470,5350157.00
209,5350158.00,2150,1820,84.65116279,18664,5350158.00
210,5350160.00,3255,2490,76.49769585,26591,5350160.00
211,5350161.00,6615,5590,84.50491308,23197,5350161.00
212,5350162.00,4805,4000,83.24661811,22463,5350162.00
213,5350163.00,4325,3615,83.58381503,22143,5350163.00
214,5350164.00,6325,5350,84.58498024,26709,5350164.00
215,5350165.00,4290,3885,90.55944056,29831,5350165.00
216,5350166.00,4115,3705,90.036452,31860,5350166.00
217,5350620.02,9350,8425,90.10695187,39739,5350620.02
218,5350168.00,5420,4310,79.5202952,22107,5350168.00
219,5350170.00,3445,2850,82.72859216,21512,5350170.00
220,5350171.00,3920,3560,90.81632653,19762,5350171.00
221,5350172.00,2535,1910,75.34516765,27160,5350172.00
222,5350173.00,3210,2725,84.89096573,22916,5350173.00
223,5350174.00,7005,5625,80.29978587,22134,5350174.00
224,5350620.04,24920,22840,91.65329053,38508,5350620.04
225,5350176.00,4200,3880,92.38095238,25663,5350176.00
226,5350180.00,6315,5050,79.96832937,22958,5350180.00
227,5350182.00,5330,5105,95.77861163,32241,5350182.00
228,5350183.00,6430,6135,95.41213064,32573,5350183.00
229,5350186.00,2315,2160,93.30453564,51089,5350186.00
230,5350187.00,3405,3235,95.00734214,35006,5350187.00
231,5350188.00,1945,1920,98.71465296,32128,5350188.00
232,5350189.00,5300,4615,87.0754717,27972,5350189.00
233,5350191.00,4215,3945,93.59430605,30058,5350191.00
234,5350192.00,955,880,92.14659686,18693,5350192.00
235,5350193.00,3060,2750,89.86928105,27355,5350193.00
236,5350195.00,6460,6080,94.11764706,43348,5350195.00
237,5350196.00,7675,7380,96.15635179,46777,5350196.00
238,5350200.00,6335,5620,88.71349645,26682,5350200.00
239,5350201.00,4870,4540,93.2238193,32196,5350201.00
240,5350202.00,1630,1575,96.62576687,38431,5350202.00
241,5350203.00,3010,2695,89.53488372,34430,5350203.00
242,5350204.00,4375,4210,96.22857143,31116,5350204.00
243,5350207.00,2310,2070,89.61038961,23859,5350207.00
244,5350208.00,3990,3460,86.71679198,20880,5350208.00
245,5350209.00,2665,2375,89.11819887,24834,5350209.00
246,5350210.00,7825,7020,89.71246006,45004,5350210.00
247,5350211.00,6275,5915,94.26294821,26955,5350211.00
248,5350212.00,5595,5285,94.4593387,32015,5350212.00
249,5350213.00,6630,5965,89.96983409,35978,5350213.00
250,5350214.00,4300,3985,92.6744186,37692,5350214.00
251,5350215.00,6515,5990,91.94167306,34598,5350215.00
252,5350216.00,5390,5065,93.9703154,38988,5350216.00
253,5350217.00,5780,4490,77.6816609,24716,5350217.00
254,5350218.00,2660,2610,98.12030075,51954,5350218.00
255,5350219.00,4195,4040,96.30512515,39358,5350219.00
256,5350220.00,4000,3700,92.5,31327,5350220.00
257,5350223.00,3735,3565,95.44846051,33290,5350223.00
258,5350224.00,1725,1645,95.36231884,37470,5350224.00
259,5350226.00,3235,3145,97.2179289,44953,5350226.00
260,5350227.00,1745,1640,93.98280802,51862,5350227.00
261,5350228.00,2965,2870,96.79595278,46818,5350228.00
262,5350229.00,1155,1140,98.7012987,60885,5350229.00
263,5350231.00,6485,6190,95.45104086,36624,5350231.00
264,5350232.00,3975,3870,97.35849057,44423,5350232.00
265,5350233.00,5455,4825,88.45096242,33596,5350233.00
266,5350234.00,4545,4285,94.27942794,31199,5350234.00
267,5350239.00,6565,5830,88.80426504,24597,5350239.00
268,5350241.00,2855,2595,90.89316988,31131,5350241.00
269,5350242.00,1685,1590,94.3620178,22232,5350242.00
270,5350245.00,6900,5880,85.2173913,23496,5350245.00
271,5350246.00,3260,2995,91.87116564,27838,5350246.00
272,5350261.00,5130,4680,91.22807018,20419,5350261.00
273,5350264.00,1445,1270,87.88927336,45019,5350264.00
274,5350265.00,3985,3770,94.60476788,54184,5350265.00
275,5350266.00,3215,3000,93.3125972,51071,5350266.00
276,5350267.00,6600,5875,89.01515152,38689,5350267.00
277,5350268.00,6310,5550,87.95562599,35859,5350268.00
278,5350275.00,5710,5390,94.39579685,44192,5350275.00
279,5350277.00,4210,3570,84.79809976,32650,5350277.00
280,5350278.00,7755,6605,85.17085751,28188,5350278.00
281,5350280.00,7160,5950,83.10055866,22569,5350280.00
282,5350282.00,4335,4115,94.92502884,27748,5350282.00
283,5350284.00,6600,5400,81.81818182,22035,5350284.00
284,5350285.00,3335,2760,82.75862069,25271,5350285.00
285,5350286.00,3615,3305,91.42461964,22162,5350286.00
286,5350288.00,8390,6725,80.15494636,27982,5350288.00
287,5350289.00,4505,3890,86.34850166,22559,5350289.00
288,5350290.00,4630,3860,83.36933045,24051,5350290.00
289,5350292.00,6925,5475,79.06137184,21502,5350292.00
290,5350293.00,4300,3965,92.20930233,26153,5350293.00
291,5350295.00,5310,4370,82.29755179,23881,5350295.00
292,5350296.00,145,135,93.10344828,,5350296.00
293,5350298.00,4485,3830,85.39576366,33182,5350298.00
294,5350300.00,10035,7720,76.9307424,35642,5350300.00
295,5350303.00,5420,3755,69.2804428,19207,5350303.00
296,5350309.00,6150,4285,69.67479675,20043,5350309.00
297,5350313.00,5485,4785,87.2379216,23851,5350313.00
298,5350318.00,8355,5695,68.16277678,20685,5350318.00
299,5350319.00,4140,3455,83.45410628,21997,5350319.00
300,5350330.00,4190,4045,96.53937947,34333,5350330.00
301,5350332.00,7310,6300,86.18331053,18507,5350332.00
302,5350333.00,4625,4355,94.16216216,30396,5350333.00
303,5350334.00,3635,3475,95.59834938,32697,5350334.00
304,5350335.00,7240,6525,90.12430939,22817,5350335.00
305,5350336.00,6550,6050,92.36641221,27150,5350336.00
306,5350337.00,2615,2480,94.8374761,27161,5350337.00
307,5350338.00,5570,5370,96.40933573,29678,5350338.00
308,5350339.00,6565,6315,96.19192688,36803,5350339.00
309,5350340.00,6530,5380,82.38897397,23926,5350340.00
310,5350342.00,6295,5390,85.62351072,23877,5350342.00
311,5350343.00,4015,3890,96.88667497,20921,5350343.00
312,5350345.00,3670,3385,92.23433243,20434,5350345.00
313,5350347.00,2465,2205,89.45233266,29111,5350347.00
314,5350348.00,4805,4430,92.19562955,29506,5350348.00
315,5350349.00,5645,4705,83.34809566,23965,5350349.00
316,5350350.00,5410,5060,93.53049908,26188,5350350.00
317,5350352.00,5390,4640,86.08534323,21520,5350352.00
318,5350354.00,4835,4370,90.38262668,24854,5350354.00
319,5350356.00,4485,4080,90.96989967,27469,5350356.00
320,5350481.01,5155,4995,96.89621726,34433,5350481.01
321,5350359.00,7035,6105,86.7803838,19966,5350359.00
322,5350360.00,5770,5235,90.72790295,25151,5350360.00
323,5350481.02,4465,4255,95.29675252,26927,5350481.02
324,5350365.00,6770,5820,85.96750369,23178,5350365.00
325,5350366.00,6125,5455,89.06122449,21884,5350366.00
326,5350369.00,7590,6345,83.59683794,23191,5350369.00
327,5350371.00,6730,6350,94.35364042,27024,5350371.00
328,5350372.00,4335,3790,87.42791234,26417,5350372.00
329,5350373.00,4605,3990,86.64495114,24465,5350373.00
330,5350440.00,6600,6205,94.01515152,36821,5350440.00
331,5350576.24,8175,7630,93.33333333,29739,5350576.24
332,5350576.29,4350,3925,90.22988506,31476,5350576.29
333,5350576.30,15985,13830,86.5186112,28806,5350576.30
334,5350503.00,5225,4690,89.76076555,24488,5350503.00
335,5350504.00,3380,3205,94.82248521,33077,5350504.00
336,5350506.00,2700,2515,93.14814815,43680,5350506.00
337,5350507.00,3650,3530,96.71232877,37426,5350507.00
338,5350508.00,3255,3075,94.47004608,29323,5350508.00
339,5350510.00,5565,5420,97.39442947,31872,5350510.00
340,5350512.00,6880,5155,74.92732558,22077,5350512.00
341,5350484.01,3505,3460,98.71611983,33389,5350484.01
342,5350484.02,6075,5910,97.28395062,32902,5350484.02
343,5350517.00,1715,1585,92.41982507,31258,5350517.00
344,5350518.00,4415,3390,76.78369196,22249,5350518.00
345,5350519.00,3935,3370,85.64167726,25680,5350519.00
346,5350522.00,5960,5420,90.93959732,27261,5350522.00
347,5350523.00,6110,5205,85.18821604,28122,5350523.00
348,5350560.00,6205,5685,91.61966156,28234,5350560.00
349,5350561.00,5845,5220,89.30710009,26266,5350561.00
350,5350574.00,5960,5460,91.61073826,27932,5350574.00
351,5350601.00,3925,3790,96.56050955,41110,5350601.00
352,5350602.00,4745,4430,93.36143309,39782,5350602.00
353,5350603.00,4620,3985,86.25541126,27206,5350603.00
354,5350604.00,2260,2035,90.04424779,34008,5350604.00
355,5350605.00,2135,2060,96.48711944,36291,5350605.00
356,5350606.00,4980,4705,94.47791165,27267,5350606.00
357,5350607.00,3170,2975,93.84858044,31659,5350607.00
358,5350608.00,2340,2130,91.02564103,32625,5350608.00
359,5350609.00,2780,2665,95.86330935,39484,5350609.00
360,5350611.00,4915,4750,96.64292981,35695,5350611.00
361,5350615.00,350,340,97.14285714,27291,5350615.00
362,5350806.00,1700,1685,99.11764706,35128,5350806.00
363,5350807.00,2135,2070,96.95550351,29077,5350807.00
364,5350811.00,3600,3350,93.05555556,26207,5350811.00
365,5350812.00,5875,5635,95.91489362,30507,5350812.00
366,5350516.37,5465,4520,82.70814273,29030,5350516.37
367,5350516.38,6400,5505,86.015625,28617,5350516.38
368,5350516.39,5275,4785,90.71090047,31472,5350516.39
369,5350516.40,6220,5575,89.63022508,34100,5350516.40
370,5350516.41,5060,4465,88.24110672,29291,5350516.41
371,5350516.42,8495,7340,86.40376692,29426,5350516.42
372,5350516.43,4160,3275,78.72596154,29028,5350516.43
373,5350516.44,4835,4165,86.14270941,29779,5350516.44
374,5350520.09,6445,4580,71.06283941,30028,5350520.09
375,5350520.10,9200,6335,68.85869565,27240,5350520.10
376,5350528.44,2320,2135,92.02586207,26258,5350528.44
377,5350528.45,5770,5005,86.74176776,25379,5350528.45
378,5350528.46,6845,5600,81.81154127,26065,5350528.46
379,5350528.47,5485,4790,87.32907931,24936,5350528.47
380,5350528.48,6990,5945,85.05007153,29547,5350528.48
381,5350528.49,4520,4170,92.25663717,34931,5350528.49
382,5350562.12,6510,4965,76.26728111,25970,5350562.12
383,5350562.13,1185,1055,89.02953586,23569,5350562.13
384,5350562.14,4150,3885,93.61445783,30231,5350562.14
385,5350562.15,3785,3335,88.11096433,27703,5350562.15
386,5350572.09,3740,3375,90.24064171,27672,5350572.09
387,5350572.10,3760,2990,79.5212766,24791,5350572.10
388,5350573.10,3115,2685,86.19582665,25137,5350573.10
389,5350573.11,5190,4550,87.66859345,28333,5350573.11
390,5350576.31,3565,3395,95.23141655,37495,5350576.31
391,5350576.32,9285,8385,90.30694669,33696,5350576.32
392,5350576.33,2760,2685,97.2826087,36465,5350576.33
393,5350576.34,5975,5375,89.958159,29258,5350576.34
394,5350576.35,13530,11165,82.5203252,22090,5350576.35
395,5350576.36,10605,9340,88.07166431,25812,5350576.36
396,5350576.37,13330,11580,86.87171793,23190,5350576.37
397,5350576.38,13715,11900,86.76631425,25031,5350576.38
398,5350576.39,11130,9590,86.16352201,22463,5350576.39
399,5350576.40,7395,6275,84.85463151,23222,5350576.40
400,5350576.41,7950,6905,86.85534591,29304,5350576.41
401,5350576.42,8870,7715,86.97857948,28246,5350576.42
402,5350576.43,6500,5705,87.76923077,29346,5350576.43
403,5350576.44,2655,2350,88.51224105,32986,5350576.44
404,5350012.01,5910,4910,83.07952623,38163,5350012.01
405,5350012.02,10640,8875,83.41165414,43711,5350012.02
406,5350034.01,4230,3365,79.55082742,20971,5350034.01
407,5350034.02,4960,4295,86.59274194,30361,5350034.02
408,5350299.01,5930,5205,87.77403035,33339,5350299.01
409,5350299.02,4145,2905,70.08443908,32145,5350299.02
410,5350305.03,4725,3625,76.71957672,25650,5350305.03
411,5350305.04,5190,3980,76.68593449,33632,5350305.04
412,5350307.03,4970,3470,69.81891348,20760,5350307.03
413,5350307.04,6270,4700,74.96012759,22624,5350307.04
414,5350307.05,3535,2435,68.88260255,23020,5350307.05
415,5350307.06,5440,3870,71.13970588,23588,5350307.06
416,5350307.07,5620,4410,78.46975089,26080,5350307.07
417,5350368.01,5520,3985,72.19202899,22997,5350368.01
418,5350368.02,4030,3615,89.70223325,22736,5350368.02
419,5350400.17,4670,3885,83.19057816,18746,5350400.17
420,5350400.18,2755,2020,73.32123412,17755,5350400.18
421,5350401.18,3445,2720,78.95500726,20332,5350401.18
422,5350401.19,6840,5595,81.79824561,18436,5350401.19
423,5350401.20,4845,4330,89.37048504,18250,5350401.20
424,5350401.21,3140,2575,82.00636943,17511,5350401.21
425,5350401.22,7615,6730,88.37820092,21785,5350401.22
426,5350401.23,2215,2040,92.0993228,21786,5350401.23
427,5350402.12,4460,3630,81.39013453,23130,5350402.12
428,5350402.13,5260,4810,91.44486692,33391,5350402.13
429,5350403.09,5115,4570,89.34506354,21935,5350403.09
430,5350403.10,5050,4385,86.83168317,26772,5350403.10
431,5350403.11,7305,6675,91.37577002,25783,5350403.11
432,5350403.12,6695,6135,91.63554892,32623,5350403.12
433,5350403.13,6265,5635,89.94413408,33333,5350403.13
434,5350403.14,6710,5985,89.195231,27472,5350403.14
435,5350411.15,4255,4115,96.70975323,27191,5350411.15
436,5350412.19,9640,9095,94.34647303,31149,5350412.19
437,5350412.20,5825,5470,93.9055794,32924,5350412.20
438,5350430.03,4725,4595,97.24867725,32038,5350430.03
439,5350430.04,10255,9560,93.22281814,37161,5350430.04
440,5350376.15,3940,3165,80.32994924,19347,5350376.15
441,5350376.16,3380,2270,67.15976331,20911,5350376.16
442,5350612.18,4295,3865,89.98835856,40368,5350612.18
443,5350612.19,3860,3595,93.13471503,37764,5350612.19
444,5350612.20,4520,4230,93.5840708,40322,5350612.20
445,5350237.01,6255,5035,80.49560352,22227,5350237.01
446,5350237.02,2940,2655,90.30612245,31504,5350237.02
447,5350237.03,5520,5040,91.30434783,27087,5350237.03
448,5350249.01,4825,4170,86.42487047,23976,5350249.01
449,5350260.01,6865,5785,84.26802622,21156,5350260.01
450,5350301.01,2940,2450,83.33333333,29753,5350301.01
451,5350304.01,4540,3260,71.8061674,19565,5350304.01
452,5350304.02,4010,3565,88.90274314,35838,5350304.02
453,5350304.03,2820,2480,87.94326241,22581,5350304.03
454,5350304.04,3580,2580,72.06703911,22682,5350304.04
455,5350311.02,5925,5005,84.47257384,22763,5350311.02
456,5350311.03,2635,2425,92.03036053,22057,5350311.03
457,5350311.04,6865,5835,84.99635834,21871,5350311.04
458,5350312.02,3625,3065,84.55172414,20980,5350312.02
459,5350312.03,6495,5655,87.0669746,21344,5350312.03
460,5350315.01,3325,2900,87.21804511,23628,5350315.01
461,5350315.02,3665,2865,78.17189632,18572,5350315.02
462,5350316.01,3860,3330,86.26943005,22972,5350316.01
463,5350324.01,3845,3430,89.20676203,24274,5350324.01
464,5350324.02,6455,5430,84.12083656,23914,5350324.02
465,5350324.03,3885,3400,87.51608752,22572,5350324.03
466,5350375.01,6130,5265,85.88907015,18855,5350375.01
467,5350375.02,1900,1795,94.47368421,36992,5350375.02
468,5350375.03,5410,4225,78.0961183,18976,5350375.03
469,5350376.01,5285,4305,81.45695364,17334,5350376.01
470,5350376.02,5280,4030,76.32575758,19414,5350376.02
471,5350400.02,6260,5945,94.96805112,29664,5350400.02
472,5350402.01,2615,2310,88.33652008,27108,5350402.01
473,5350402.02,3395,2860,84.24153166,29122,5350402.02
474,5350402.03,2940,2730,92.85714286,31561,5350402.03
475,5350413.00,12645,11710,92.60577303,37816,5350413.00
476,5350422.02,5250,4640,88.38095238,24992,5350422.02
477,5350411.16,6000,5745,95.75,36948,5350411.16
478,5350411.17,5475,5090,92.96803653,39904,5350411.17
